,OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
6993,64488,Destroyed (>50%),3670.0,Raycrest,Court,Santa Rosa,0.0,LNU,Sonoma,Fountaingrove,2017-10-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Combustible,Unknown,Screened,Fire Resistant,Single Pane, , , ,,,,684369.0,,3670 RAY CREST CT SANTA ROSA CA 95404,38.4817217794081,-122.688849798667
6994,105115,Destroyed (>50%),3316.0,Dabney ,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,36602.0,1947.0,"3316 DABNEY AVE, ALTADENA, CA 91001",34.201755,-118.155179
6995,19514,No Damage,3373.0,Sackett ,Lane,,,LNU,Solano,Winters ,2020-08-16 00:00:00,Engine Company Actions,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,   ,38.5072075782401,-122.047397775385
6996,98656,No Damage,22400.0,Big Pines,Hwy,,0.0,LAC,Los Angeles,,2024-09-08 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,0.0,0.0,,34.3896509,-117.7268382
6997,123081,Destroyed (>50%),1079.0,Glenhaven,Drive,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,473620.0,1962.0,"1079 GLENHAVEN DR, PACIFIC PALISADES, CA 90272",34.0549765,-118.5473176
6998,112281,Destroyed (>50%),1152.0,E Mendocino ,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,Masonry/Concrete,Combustible,Non Combustible,,,73084.0,1924.0,"1152 E MENDOCINO ST, ALTADENA, CA 91001",34.185541,-118.1268801
6999,108450,Destroyed (>50%),1101.0,E Loma Alta,Drive,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,169930.0,1959.0,"1101 E LOMA ALTA DR, ALTADENA, CA 91001",34.199838,-118.1212137
7000,11459,Destroyed (>50%),580.0,Lommel,Road,,,LNU,Napa,Calistoga,2020-09-27 00:00:00,,Commercial Building Single Story,Nonresidential Commercial,,Metal,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,,54139901.0,1907.0,580 LOMMEL RD CALISTOGA CA 94515,38.583539116355,-122.506664954346
7001,26030,No Damage,0.0,Felter,Road,,,SCU,Santa Clara,,2020-08-18 00:00:00,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,14899.0,, ,37.4150096936043,-121.611641954421
7002,103966,No Damage,1605.0,Hastings Heights ,Lane,Pasadena,91107.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,Non Combustible,,,770371.0,1987.0,"1605 HASTINGS HEIGHTS LN, PASADENA, CA 91107",34.1744533,-118.0775397
7003,31297,Destroyed (>50%),13367.0,Meadow Springs ,Road,Concow/Yankee Hill,,BTU,Butte,Concow ,2018-11-08 00:00:00,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Unknown,Unknown,Combustible,Unknown,Wood,No Deck/Porch,Combustible,Non Combustible,>30,30-50',94866.0,1980.0,13367  MEADOW SPRINGS RD   CONCOW CA 95965,39.7893453089964,-121.519298683474
7004,107817,Destroyed (>50%),3092.0,Rubio Canyon,Road,Altadena,91001.0,LAC,Los Angeles,Altadena,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,228559.0,1964.0,"3092 RUBIO CANYON RD, ALTADENA, CA 91001",34.1970425,-118.1246376
7005,5041,Destroyed (>50%),55229.0,Alder,Drive,,0.0,TUU,Tulare,Sequoia Crest,2020-08-19 00:00:00,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,Unknown,Unknown,No Fence,21-30,,126633.0,0.0,55229 ALDER DR SPRINGVILLE CA 93265,36.1900639659798,-118.631567868239
7006,11007,No Damage,520.0,Sanitarium,Road,,,LNU,Napa,,2020-09-27 00:00:00,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1110000.0,1910.0,520 SANITARIUM RD SAINT HELENA CA 94574,38.5364406185739,-122.475789374737
7007,2026,No Damage,191.0,Wild Rose,Place,,0.0,BTU,Butte,Feather Falls ,2020-09-09 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,77270.0,2005.0,"191 WILD ROSE PL, FEATHER FALLS CA 95966",39.5685350267316,-121.306649550502
7008,34388,Destroyed (>50%),6910.0,Subke,Lane,Paradise Northeast A,,BTU,Butte,Paradise,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,159535.0,1977.0,6910  SUBKE LN   PARADISE CA 95969,39.7856715969715,-121.574440326292
7009,109014,No Damage,294.0,Acacia,Street,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,236000.0,,"294 ACACIA ST, ALTADENA, CA 91001",34.1836533,-118.1569842
7010,69128,Destroyed (>50%),14001.0,Tomki,Road,Unincorporated,0.0,MEU,Mendocino,Redwood Valley,2017-10-08 00:00:00,,Commercial Building Single Story,Nonresidential Commercial,,Fire Resistant,Unknown,Screened,Combustible,Single Pane, , , ,,,,137651.0,0.0,14001 TOMKI RD,39.337509230487,-123.224692994453
7011,126607,Destroyed (>50%),15000.0,W Sunset,Boulevard,Pacific Palisades,90272.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,488858.0,1953.0,"15000 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0438311,-118.5219773
7012,41852,Destroyed (>50%),851.0,Seneca,Drive,Paradise Central Southwest B,,BTU,Butte,Paradise,2018-11-08 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,136680.0,1980.0,851  SENECA DR   PARADISE CA 95969,39.7394657553041,-121.619301965205
7013,15179,No Damage,3619.0,Whedbee,Drive,,,LNU,Solano,,2020-08-16 00:00:00,Unknown,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,601871.0,1987.0,3619 WHEDBEE DR VACAVILLE CA 95688,38.3445448754096,-122.033976734835
7014,34402,Destroyed (>50%),1798.0,El Torro,Court,Paradise Northeast A,,BTU,Butte,Paradise,2018-11-08 00:00:00,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,,,200000.0,1984.0,1798  EL TORO CT   PARADISE CA 95969,39.7852882110775,-121.576568329198
7015,42447,Destroyed (>50%),4028.0,Neal ,Road,Paradise Central Southwest A,,BTU,Butte,Paradise,2018-11-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,,,105121.0,1964.0,4028  NEAL RD   PARADISE CA 95969,39.7450934994957,-121.638209557981
7016,26481,No Damage,60.0,Kiwi,,,,ORC,Orange,Altair,2020-10-26 00:00:00,,Single Family Residence Multi Story,Single Residence,,Tile,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,,,,,,33.6803259016177,-117.704193255183
7017,12634,No Damage,285.0,Somerville,Road,,,LNU,Sonoma,,2020-09-27 00:00:00,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,688661.0,2002.0,285 SOMERVILLE RD SANTA ROSA CA 95409,38.4589385672134,-122.61517874123
7018,90665,Destroyed (>50%),6041.0,Carter ,Road,Mariposa,95338.0,MMU,Mariposa,,2022-07-22 00:00:00,Unknown,Commercial Building Single Story,Nonresidential Commercial,,Metal,No Eaves,No Vents,Metal,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',138621.0,0.0,6041 CARTER RD MARIPOSA 95338 CA,37.51530726,-119.89409383
7019,96394,No Damage,0.0,Moak ,Trail,,0.0,TGU,Tehama,,2024-07-24 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Metal,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,,,0.0,0.0,,40.0410475,-121.862172
7020,21477,No Damage,101.0,Verde,Drive,,,CZU,Santa Cruz,,2020-08-16 00:00:00,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Unknown,Unknown,30-50',217173.0,1979.0,101 VERDE DR BONNY DOON CA 95060,37.0885953197716,-122.144839755426
7021,118025,Destroyed (>50%),3657.0,Fair Oaks,Avenue,Altadena,91001.0,LAC,Los Angeles,,2025-01-07 08:02:01,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,Unknown,Unknown,,,131172.0,1947.0,"3657 FAIR OAKS AVE, ALTADENA, CA 91001",34.2070429,-118.1419354
7022,91695,No Damage,16700.0,State Highway 96,Other,Klamath River,96050.0,SKU,Siskiyou,,2022-07-29 00:00:00,,Mobile Home Single Wide,Single Residence,,Metal,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,93006.0,0.0,16700 STATE HIGHWAY 96 KLAMATH RIVER 96050 CA,41.86807206,-122.80929366
7023,75391,No Damage,3216.0,Rio Lindo,Avenue,Unincorporated,,LNU,Sonoma,,2019-10-23 00:00:00,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,2805350.0,0.0,3200 RIO LINDO AVE HEALDSBURG CA 95448,38.6275356717357,-122.835445866289
7024,18092,Destroyed (>50%),7635.0,English Hills ,Road,,,LNU,Solano,Vacaville ,2020-08-16 00:00:00,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,>30,,696807.0,2008.0,7615 ENGLISH HILLS RD VACAVILLE CA 95688,38.4343256573027,-122.002524960531
7025,103663,No Damage,794.0,Woodland,Drive,Sierra Madre,91024.0,LAC,Los Angeles,,2025-01-07 08:02:01,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,,98334.0,1916.0,"794 WOODLAND DR, SIERRA MADRE, CA 91024",34.1747193,-118.0431749
7026,70598,Destroyed (>50%),1494.0,Mark West Springs,Road,Unincorporated,0.0,LNU,Sonoma,Riebli,2017-10-08 00:00:00,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Unknown, , , ,,,,242635.0,,1494 MARK WEST SPRINGS RD SANTA ROSA CA 95404,38.5166768007629,-122.719671685073
